Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,Result,Season
B1,2019-09-28,Gent,Kortrijk,2,0,H,13.0,3.0,8.0,2.0,9.0,14.0,2.0,5.0,2.0,0.0,0.0,0.0,1.3,5.5,9.0,1.3,5.75,9.25,1.3,5.2,8.1,1.35,5.69,8.04,1.5,4.33,5.5,1.3,5.5,9.0,1.37,5.75,9.25,1.32,5.4,8.22,19,1,2019,9,28,8,9,7,Home Win,2019-2020
B1,2019-09-28,Mouscron,Waregem,2,2,D,9.0,13.0,4.0,7.0,23.0,13.0,4.0,6.0,3.0,1.0,0.0,0.0,2.15,3.5,2.9,2.35,3.4,3.0,2.25,3.45,2.9,2.26,3.75,3.06,2.3,3.4,2.8,2.25,3.6,3.0,2.38,3.75,3.06,2.24,3.54,2.95,19,0,2019,9,28,11,20,7,Draw,2019-2020
B1,2019-09-28,St Truiden,Genk,3,3,D,8.0,8.0,4.0,4.0,19.0,10.0,10.0,13.0,6.0,1.0,0.0,0.0,4.75,3.8,1.7,4.5,3.8,1.78,4.25,3.8,1.73,4.45,4.12,1.76,4.0,3.75,1.8,4.5,3.9,1.73,4.75,4.12,1.85,4.26,3.88,1.75,19,0,2019,9,28,16,7,7,Draw,2019-2020
B1,2019-09-29,Anderlecht,Waasland-Beveren,0,0,D,12.0,4.0,5.0,2.0,14.0,17.0,7.0,1.0,2.0,3.0,0.0,0.0,1.36,4.75,6.5,1.4,5.0,7.25,1.4,4.65,6.6,1.41,4.83,8.03,1.3,5.0,8.5,1.4,4.75,7.5,1.47,5.0,8.03,1.4,4.75,7.02,13,0,2019,9,29,0,19,1,Draw,2019-2020
B1,2019-09-29,Standard,Charleroi,1,1,D,9.0,10.0,3.0,5.0,13.0,21.0,9.0,2.0,2.0,4.0,0.0,1.0,1.57,4.0,4.75,1.65,4.1,5.0,1.6,3.85,4.95,1.65,4.1,5.35,1.57,4.0,5.0,1.62,4.0,5.2,1.69,4.2,5.35,1.63,3.99,4.92,17,0,2019,9,29,18,4,1,Draw,2019-2020
B1,2019-09-29,Oostende,Antwerp,1,1,D,12.0,7.0,5.0,2.0,14.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,3.8,3.8,1.75,3.8,3.8,1.9,3.85,3.75,1.8,4.12,3.93,1.86,3.75,3.7,1.83,4.0,3.8,1.83,4.12,4.0,1.9,3.85,3.8,1.84,19,0,2019,9,29,12,1,1,Draw,2019-2020
B1,2019-10-04,Charleroi,Anderlecht,1,2,A,11.0,11.0,3.0,6.0,23.0,17.0,4.0,4.0,2.0,5.0,0.0,0.0,2.37,3.3,2.87,2.5,3.4,2.9,2.4,3.35,2.75,2.45,3.63,2.85,2.4,3.5,2.7,2.45,3.4,2.8,2.56,3.63,2.9,2.43,3.42,2.78,19,2,2019,10,4,4,0,6,Away Win,2019-2020
B1,2019-10-05,Eupen,Mechelen,0,2,A,13.0,10.0,5.0,4.0,10.0,11.0,10.0,6.0,1.0,5.0,0.0,1.0,2.7,3.4,2.5,2.65,3.5,2.6,2.6,3.4,2.5,2.62,3.58,2.68,2.6,3.4,2.55,2.63,3.4,2.6,2.8,3.58,2.68,2.59,3.45,2.57,17,2,2019,10,5,6,10,7,Away Win,2019-2020
B1,2019-10-05,Waasland-Beveren,Oostende,3,1,H,14.0,7.0,8.0,5.0,16.0,16.0,8.0,1.0,1.0,3.0,0.0,0.0,2.5,3.3,2.75,2.5,3.6,2.7,2.4,3.55,2.6,2.43,3.92,2.72,2.4,3.7,2.6,2.45,3.7,2.63,2.55,3.92,2.75,2.43,3.66,2.63,19,1,2019,10,5,19,12,7,Home Win,2019-2020
B1,2019-10-05,Waregem,Cercle Brugge,6,0,H,11.0,8.0,7.0,3.0,8.0,17.0,4.0,7.0,1.0,3.0,0.0,0.0,1.6,4.0,5.5,1.62,4.1,5.25,1.6,4.15,4.65,1.61,4.4,5.29,1.6,4.2,4.8,1.6,4.3,5.0,1.64,4.45,5.6,1.59,4.22,4.99,19,1,2019,10,5,20,3,7,Home Win,2019-2020
B1,2019-10-05,Kortrijk,St Truiden,4,0,H,16.0,6.0,9.0,0.0,16.0,12.0,3.0,2.0,3.0,2.0,0.0,1.0,1.83,3.6,4.0,1.85,3.75,4.1,1.83,3.85,3.7,1.85,4.14,3.96,1.83,3.9,3.7,1.83,3.9,3.9,1.9,4.2,4.1,1.84,3.9,3.78,19,1,2019,10,5,9,16,7,Home Win,2019-2020
B1,2019-10-06,Club Brugge,Gent,4,0,H,11.0,15.0,7.0,8.0,16.0,9.0,5.0,5.0,4.0,3.0,0.0,0.0,1.6,4.0,5.25,1.65,4.1,5.0,1.6,4.15,4.55,1.6,4.53,5.16,1.6,4.2,4.8,1.6,4.3,5.0,1.67,4.53,5.4,1.6,4.23,4.87,13,1,2019,10,6,5,8,1,Home Win,2019-2020
B1,2019-10-06,Antwerp,Standard,2,2,D,14.0,9.0,5.0,3.0,15.0,19.0,5.0,4.0,3.0,2.0,0.0,0.0,2.15,3.4,3.25,2.25,3.7,3.0,2.15,3.5,3.05,2.24,3.79,3.08,2.2,3.6,3.0,2.2,3.6,3.1,2.26,3.8,3.25,2.17,3.61,3.05,17,0,2019,10,6,1,18,1,Draw,2019-2020
B1,2019-10-06,Genk,Mouscron,2,1,H,12.0,7.0,6.0,3.0,12.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,1.45,4.33,6.0,1.48,4.75,6.25,1.5,4.3,5.4,1.55,4.43,5.9,1.5,4.33,5.8,1.5,4.4,6.0,1.56,4.75,6.25,1.51,4.38,5.66,19,1,2019,10,6,7,11,1,Home Win,2019-2020
B1,2019-10-18,Mouscron,Club Brugge,0,1,A,5.0,11.0,1.0,6.0,13.0,15.0,4.0,5.0,0.0,1.0,0.0,0.0,7.0,4.75,1.4,7.0,5.0,1.44,7.0,4.0,1.45,6.77,5.02,1.44,7.0,5.0,1.38,7.0,4.8,1.4,7.0,5.02,1.46,6.59,4.76,1.43,19,2,2019,10,18,11,5,6,Away Win,2019-2020
B1,2019-10-19,Standard,Genk,1,0,H,10.0,7.0,4.0,2.0,11.0,10.0,4.0,6.0,2.0,1.0,0.0,0.0,2.1,3.75,3.1,2.3,3.3,3.2,2.5,3.95,2.25,2.25,3.83,3.03,2.2,3.6,3.0,2.15,3.75,3.0,2.5,3.95,3.2,2.21,3.64,2.96,17,1,2019,10,19,18,7,7,Home Win,2019-2020
B1,2019-10-19,Kortrijk,Waregem,2,0,H,9.0,7.0,7.0,3.0,10.0,8.0,11.0,5.0,1.0,4.0,0.0,1.0,2.1,3.8,3.1,2.2,3.9,2.95,2.1,3.7,3.0,2.19,4.04,3.03,2.1,3.8,3.0,2.1,3.8,3.1,2.22,4.04,3.2,2.14,3.81,2.99,19,1,2019,10,19,9,20,7,Home Win,2019-2020
B1,2019-10-19,Oostende,Eupen,2,3,A,10.0,10.0,5.0,5.0,8.0,19.0,11.0,5.0,1.0,3.0,0.0,1.0,2.0,3.6,3.4,2.05,3.7,3.4,2.05,3.55,3.2,2.06,3.89,3.42,2.05,3.7,3.2,2.05,3.6,3.4,2.13,3.89,3.42,2.05,3.66,3.29,19,2,2019,10,19,12,6,7,Away Win,2019-2020
B1,2019-10-19,Gent,Waasland-Beveren,2,0,H,11.0,9.0,9.0,2.0,14.0,8.0,8.0,1.0,1.0,2.0,0.0,0.0,1.18,8.0,11.0,1.22,7.0,12.0,1.2,6.7,11.5,1.2,6.99,13.69,1.18,7.0,13.0,1.17,7.5,15.0,1.22,8.0,15.0,1.19,6.93,12.58,19,1,2019,10,19,8,19,7,Home Win,2019-2020
B1,2019-10-20,Mechelen,Antwerp,3,1,H,9.0,8.0,7.0,3.0,12.0,14.0,6.0,1.0,3.0,3.0,0.0,0.0,3.6,3.6,1.95,3.5,3.8,2.0,3.3,3.5,2.0,3.54,3.84,2.04,3.4,3.6,2.0,3.4,3.6,2.05,3.6,3.84,2.15,3.39,3.63,2.02,13,1,2019,10,20,10,1,1,Home Win,2019-2020
B1,2019-10-20,Anderlecht,St Truiden,4,1,H,11.0,8.0,8.0,3.0,10.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,1.4,4.75,7.0,1.48,4.75,6.25,1.42,4.6,6.3,1.47,4.78,6.64,1.4,4.6,7.0,1.4,4.75,7.5,1.48,4.9,7.5,1.43,4.65,6.5,17,1,2019,10,20,0,16,1,Home Win,2019-2020
B1,2019-10-20,Cercle Brugge,Charleroi,0,3,A,10.0,9.0,4.0,7.0,13.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,3.5,3.8,1.95,3.8,3.6,1.95,3.5,3.5,1.95,3.58,3.84,2.02,3.6,3.6,1.95,3.6,3.7,1.95,3.8,3.84,2.03,3.53,3.64,1.97,19,2,2019,10,20,3,4,1,Away Win,2019-2020
B1,2019-10-25,Eupen,Anderlecht,0,0,D,10.0,8.0,7.0,2.0,15.0,12.0,3.0,4.0,4.0,0.0,0.0,0.0,4.2,3.3,1.9,4.0,3.6,1.91,3.7,3.5,1.9,3.89,3.84,1.93,3.9,3.6,1.85,3.75,3.7,1.91,4.2,3.84,2.0,3.81,3.62,1.91,19,0,2019,10,25,6,0,6,Draw,2019-2020
B1,2019-10-26,Charleroi,Mouscron,1,0,H,9.0,9.0,5.0,3.0,11.0,16.0,1.0,10.0,2.0,2.0,0.0,0.0,1.9,3.4,4.0,1.95,3.7,3.7,1.93,3.35,3.85,1.96,3.75,3.91,1.95,3.5,3.7,1.93,3.5,3.9,2.01,3.75,4.0,1.94,3.51,3.79,17,1,2019,10,26,4,11,7,Home Win,2019-2020
B1,2019-10-26,Antwerp,Kortrijk,3,1,H,14.0,7.0,7.0,3.0,8.0,12.0,6.0,4.0,1.0,1.0,0.0,0.0,1.4,4.5,7.5,1.45,4.4,7.25,1.47,4.3,5.9,1.49,4.47,6.88,1.4,4.6,7.0,1.5,4.5,6.25,1.5,4.65,7.5,1.47,4.38,6.41,19,1,2019,10,26,1,9,7,Home Win,2019-2020
B1,2019-10-26,Waregem,Oostende,2,0,H,7.0,5.0,2.0,4.0,12.0,18.0,4.0,2.0,0.0,1.0,0.0,0.0,1.75,4.0,4.0,1.83,4.1,3.9,1.8,3.85,3.75,1.88,4.01,3.91,1.75,4.0,4.0,1.85,4.0,3.7,1.91,4.2,4.0,1.83,3.92,3.79,19,1,2019,10,26,20,12,7,Home Win,2019-2020
B1,2019-10-26,Genk,Cercle Brugge,1,0,H,13.0,11.0,6.0,4.0,7.0,16.0,8.0,4.0,0.0,2.0,0.0,0.0,1.16,7.0,15.0,1.18,7.5,15.0,1.18,6.8,12.0,1.17,7.4,16.47,1.18,6.5,15.0,1.18,7.0,15.0,1.22,7.5,16.47,1.18,7.06,13.65,19,1,2019,10,26,7,3,7,Home Win,2019-2020
B1,2019-10-27,Club Brugge,Standard,1,1,D,9.0,6.0,3.0,2.0,8.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,1.45,4.2,6.5,1.48,4.4,7.0,1.47,4.3,6.0,1.48,4.36,7.46,1.4,4.75,7.0,1.45,4.5,7.0,1.5,4.6,7.5,1.46,4.35,6.7,13,0,2019,10,27,5,18,1,Draw,2019-2020
B1,2019-10-27,St Truiden,Gent,0,0,D,8.0,19.0,3.0,6.0,10.0,14.0,4.0,11.0,0.0,1.0,0.0,0.0,6.0,4.0,1.55,5.75,4.1,1.57,5.0,4.25,1.55,5.28,4.67,1.57,5.0,4.4,1.55,5.5,4.4,1.53,6.0,4.7,1.64,5.15,4.33,1.56,17,0,2019,10,27,16,8,1,Draw,2019-2020
B1,2019-10-27,Waasland-Beveren,Mechelen,1,3,A,8.0,7.0,5.0,2.0,15.0,20.0,10.0,4.0,2.0,1.0,0.0,0.0,3.4,3.5,2.05,3.1,3.5,2.25,3.0,3.45,2.15,3.19,3.7,2.22,3.1,3.6,2.15,3.1,3.6,2.2,3.4,3.75,2.25,3.09,3.53,2.18,19,2,2019,10,27,19,10,1,Away Win,2019-2020
B1,2019-10-29,Cercle Brugge,Mouscron,2,2,D,10.0,4.0,7.0,3.0,19.0,19.0,4.0,5.0,2.0,4.0,0.0,0.0,2.8,3.6,2.3,3.0,3.5,2.3,2.85,3.45,2.3,2.94,3.67,2.37,3.1,3.5,2.15,2.8,3.6,2.38,3.05,3.7,2.38,2.89,3.53,2.31,19,0,2019,10,29,3,11,3,Draw,2019-2020
B1,2019-10-29,Kortrijk,Eupen,1,2,A,7.0,7.0,2.0,5.0,16.0,16.0,6.0,2.0,1.0,4.0,0.0,0.0,1.85,4.0,3.6,1.87,3.9,3.9,1.8,3.65,3.95,1.85,3.87,4.25,1.83,3.7,3.9,1.8,3.8,4.1,1.89,4.0,4.4,1.82,3.74,4.06,19,2,2019,10,29,9,6,3,Away Win,2019-2020
B1,2019-10-29,Oostende,Charleroi,0,1,A,8.0,7.0,5.0,3.0,15.0,13.0,6.0,5.0,2.0,1.0,0.0,1.0,3.25,3.4,2.2,3.1,3.5,2.25,3.0,3.45,2.2,3.08,3.65,2.29,3.0,3.6,2.2,3.1,3.5,2.2,3.25,3.7,2.29,3.05,3.53,2.21,19,2,2019,10,29,12,4,3,Away Win,2019-2020
B1,2019-10-30,Genk,Antwerp,2,2,D,11.0,13.0,7.0,6.0,13.0,21.0,7.0,5.0,0.0,4.0,0.0,1.0,1.95,3.6,3.6,2.0,3.6,3.7,2.0,3.45,3.45,2.03,3.66,3.74,2.05,3.5,3.4,2.05,3.6,3.4,2.09,3.72,3.75,2.0,3.53,3.52,19,0,2019,10,30,7,1,4,Draw,2019-2020
B1,2019-10-30,Mechelen,St Truiden,1,2,A,15.0,10.0,5.0,4.0,15.0,14.0,3.0,7.0,1.0,3.0,0.0,0.0,1.75,4.0,4.2,1.75,4.2,4.2,1.77,3.85,3.95,1.78,4.28,4.16,1.75,3.9,4.2,1.75,4.1,4.1,1.83,4.28,4.2,1.76,4.01,4.02,19,2,2019,10,30,10,16,4,Away Win,2019-2020
B1,2019-10-30,Standard,Waasland-Beveren,2,0,H,15.0,3.0,8.0,2.0,8.0,17.0,11.0,1.0,1.0,2.0,0.0,0.0,1.2,6.5,11.0,1.22,6.25,13.5,1.25,5.7,10.0,1.23,6.27,14.89,1.22,5.8,13.0,1.22,6.25,12.0,1.26,6.5,14.89,1.22,6.08,11.98,19,1,2019,10,30,18,19,4,Home Win,2019-2020
B1,2019-10-30,Waregem,Club Brugge,0,2,A,5.0,13.0,2.0,5.0,10.0,13.0,6.0,8.0,1.0,2.0,0.0,0.0,5.75,4.5,1.45,6.25,4.75,1.48,5.5,4.6,1.47,5.98,4.98,1.49,6.0,4.75,1.44,6.25,4.75,1.45,6.4,4.98,1.52,5.82,4.65,1.47,19,2,2019,10,30,20,5,4,Away Win,2019-2020
B1,2019-10-31,Anderlecht,Gent,3,3,D,10.0,13.0,8.0,7.0,18.0,19.0,4.0,5.0,1.0,2.0,0.0,0.0,2.75,3.6,2.37,2.75,3.6,2.45,2.7,3.45,2.4,2.83,3.68,2.44,2.7,3.5,2.4,2.75,3.6,2.4,2.83,3.68,2.5,2.72,3.51,2.41,19,0,2019,10,31,0,8,5,Draw,2019-2020
B1,2019-11-02,Eupen,Genk,2,0,H,6.0,7.0,2.0,3.0,12.0,13.0,5.0,5.0,0.0,1.0,0.0,0.0,4.33,3.6,1.8,4.4,3.6,1.83,4.0,3.55,1.83,4.5,3.83,1.81,4.33,3.6,1.78,4.1,3.7,1.83,4.5,3.83,1.86,4.17,3.64,1.82,17,1,2019,11,2,6,7,7,Home Win,2019-2020
B1,2019-11-02,Mouscron,Antwerp,3,1,H,8.0,8.0,6.0,6.0,18.0,14.0,5.0,5.0,3.0,1.0,0.0,0.0,3.8,3.6,1.9,3.6,3.7,2.0,3.55,3.5,1.95,3.61,3.79,2.03,3.6,3.6,1.95,3.7,3.6,1.95,3.8,3.79,2.05,3.55,3.6,1.97,19,1,2019,11,2,11,1,7,Home Win,2019-2020
B1,2019-11-02,St Truiden,Oostende,1,0,H,5.0,10.0,2.0,6.0,9.0,16.0,4.0,6.0,1.0,3.0,0.0,0.0,1.95,3.8,3.25,2.05,3.9,3.3,2.0,3.7,3.15,2.12,3.82,3.31,2.05,3.7,3.2,2.05,3.8,3.25,2.12,3.92,3.4,2.05,3.74,3.21,19,1,2019,11,2,16,12,7,Home Win,2019-2020
B1,2019-11-02,Waasland-Beveren,Waregem,1,2,A,13.0,9.0,5.0,6.0,13.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,2.9,3.75,2.2,3.1,3.8,2.15,2.9,3.6,2.2,3.14,3.65,2.26,3.0,3.6,2.2,2.88,3.7,2.25,3.14,3.8,2.33,2.99,3.59,2.21,19,2,2019,11,2,19,20,7,Away Win,2019-2020
B1,2019-11-02,Club Brugge,Kortrijk,3,0,H,15.0,4.0,8.0,1.0,7.0,22.0,5.0,4.0,0.0,4.0,0.0,0.0,1.16,7.0,15.0,1.18,7.5,14.5,1.2,6.6,11.0,1.2,7.27,13.76,1.18,6.5,15.0,1.18,7.0,15.0,1.23,7.5,15.0,1.19,6.95,12.4,19,1,2019,11,2,5,9,7,Home Win,2019-2020
B1,2019-11-03,Anderlecht,Cercle Brugge,2,1,H,15.0,8.0,13.0,5.0,7.0,16.0,12.0,6.0,1.0,3.0,0.0,0.0,1.36,5.25,7.5,1.42,5.0,7.0,1.38,4.85,6.7,1.38,5.24,7.79,1.35,5.0,7.5,1.36,5.2,7.5,1.42,5.25,7.79,1.38,5.02,7.17,13,1,2019,11,3,0,3,1,Home Win,2019-2020
B1,2019-11-03,Gent,Standard,3,1,H,11.0,14.0,3.0,4.0,13.0,22.0,5.0,4.0,3.0,5.0,1.0,1.0,1.75,4.0,4.0,1.78,4.1,4.1,1.83,3.8,3.7,1.88,3.91,4.02,1.8,3.9,3.9,1.83,4.0,3.8,1.89,4.1,4.1,1.83,3.85,3.86,17,1,2019,11,3,8,18,1,Home Win,2019-2020
B1,2019-11-03,Mechelen,Charleroi,2,2,D,11.0,9.0,5.0,7.0,17.0,19.0,8.0,4.0,2.0,0.0,0.0,0.0,2.3,3.6,2.8,2.35,3.7,2.85,2.35,3.5,2.75,2.44,3.59,2.88,2.35,3.5,2.8,2.38,3.5,2.8,2.44,3.7,2.9,2.36,3.51,2.79,19,0,2019,11,3,10,4,1,Draw,2019-2020
B1,2019-11-08,Waregem,Anderlecht,1,2,A,11.0,6.0,6.0,5.0,9.0,14.0,5.0,2.0,2.0,1.0,0.0,0.0,3.0,3.75,2.2,3.0,3.6,2.3,2.95,3.4,2.25,3.09,3.59,2.31,2.9,3.6,2.25,2.9,3.6,2.3,3.1,3.75,2.33,2.97,3.5,2.26,19,2,2019,11,8,20,0,6,Away Win,2019-2020
B1,2019-11-09,Charleroi,Eupen,1,0,H,13.0,8.0,7.0,3.0,8.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,1.75,3.75,4.33,1.8,3.75,4.4,1.77,3.55,4.3,1.81,3.65,4.73,1.75,3.6,4.5,1.75,3.7,4.5,1.85,3.75,4.73,1.79,3.59,4.35,17,1,2019,11,9,4,6,7,Home Win,2019-2020
B1,2019-11-09,Cercle Brugge,St Truiden,2,1,H,16.0,12.0,8.0,4.0,14.0,7.0,10.0,7.0,1.0,2.0,0.0,0.0,2.37,3.6,2.75,2.45,3.6,2.75,2.45,3.45,2.6,2.47,3.7,2.78,2.38,3.6,2.7,2.45,3.6,2.7,2.51,3.75,2.78,2.44,3.52,2.68,19,1,2019,11,9,3,16,7,Home Win,2019-2020
B1,2019-11-09,Kortrijk,Waasland-Beveren,1,3,A,9.0,7.0,4.0,6.0,19.0,14.0,5.0,5.0,1.0,4.0,0.0,0.0,1.6,4.33,4.75,1.62,4.1,5.25,1.63,3.9,4.85,1.66,3.99,5.44,1.62,4.0,5.0,1.62,4.1,5.0,1.69,4.33,5.44,1.63,3.95,4.97,19,2,2019,11,9,9,19,7,Away Win,2019-2020
B1,2019-11-09,Oostende,Mouscron,2,2,D,7.0,14.0,5.0,7.0,10.0,15.0,3.0,7.0,1.0,1.0,0.0,0.0,2.6,3.6,2.5,2.65,3.4,2.65,2.5,3.3,2.6,2.58,3.54,2.75,2.5,3.5,2.62,2.55,3.5,2.63,2.65,3.6,2.75,2.52,3.4,2.65,19,0,2019,11,9,12,11,7,Draw,2019-2020
B1,2019-11-10,Antwerp,Club Brugge,2,1,H,9.0,7.0,3.0,4.0,16.0,19.0,4.0,9.0,6.0,3.0,0.0,0.0,3.5,3.6,2.0,3.5,3.6,2.05,3.25,3.5,2.05,3.53,3.83,2.04,3.25,3.6,2.05,3.4,3.6,2.05,3.53,3.83,2.1,3.36,3.58,2.04,13,1,2019,11,10,1,5,1,Home Win,2019-2020
B1,2019-11-10,Genk,Gent,0,2,A,10.0,8.0,7.0,7.0,19.0,11.0,6.0,2.0,3.0,0.0,0.0,0.0,2.37,3.6,2.7,2.4,3.5,2.85,2.35,3.45,2.75,2.39,3.66,2.91,2.3,3.6,2.8,2.38,3.6,2.8,2.45,3.74,2.91,2.37,3.5,2.78,17,2,2019,11,10,7,8,1,Away Win,2019-2020
B1,2019-11-10,Standard,Mechelen,1,2,A,12.0,6.0,3.0,3.0,14.0,15.0,8.0,2.0,1.0,2.0,0.0,0.0,1.57,4.0,5.5,1.6,4.25,5.25,1.6,3.95,5.0,1.61,4.44,5.22,1.62,4.0,5.0,1.62,4.0,5.25,1.66,4.44,5.5,1.6,4.12,5.08,19,2,2019,11,10,18,10,1,Away Win,2019-2020
B1,2019-11-21,Antwerp,Gent,3,2,H,10.0,12.0,6.0,5.0,20.0,11.0,4.0,4.0,4.0,5.0,0.0,0.0,2.8,3.4,2.4,2.7,3.6,2.5,2.65,3.5,2.4,2.78,3.71,2.46,2.62,3.6,2.45,2.7,3.6,2.45,2.8,3.74,2.52,2.69,3.54,2.43,19,1,2019,11,21,1,8,5,Home Win,2019-2020
B1,2019-11-22,Club Brugge,Oostende,2,0,H,17.0,4.0,8.0,2.0,7.0,6.0,9.0,2.0,1.0,0.0,0.0,1.0,1.16,7.5,13.0,1.19,7.5,14.5,1.15,7.2,14.5,1.14,8.24,19.02,1.15,7.0,17.0,1.15,7.5,17.0,1.19,8.6,19.02,1.16,7.53,15.34,19,1,2019,11,22,5,12,6,Home Win,2019-2020
B1,2019-11-23,Eupen,Standard,1,2,A,5.0,15.0,2.0,4.0,19.0,12.0,3.0,2.0,3.0,0.0,0.0,0.0,4.5,3.6,1.8,3.9,3.9,1.87,4.0,3.6,1.8,4.17,3.91,1.85,3.5,3.5,2.0,4.2,3.7,1.8,4.5,3.91,1.9,4.01,3.7,1.83,17,2,2019,11,23,6,18,7,Away Win,2019-2020
B1,2019-11-23,Mechelen,Waregem,0,2,A,10.0,15.0,4.0,6.0,12.0,17.0,1.0,6.0,2.0,3.0,0.0,0.0,1.8,3.75,4.2,1.83,3.8,4.1,1.8,3.75,3.75,1.83,4.01,3.9,1.88,3.75,3.7,1.83,3.8,4.0,1.9,4.06,4.2,1.83,3.84,3.85,19,2,2019,11,23,10,20,7,Away Win,2019-2020
B1,2019-11-23,Waasland-Beveren,Cercle Brugge,1,1,D,6.0,8.0,3.0,7.0,14.0,20.0,2.0,3.0,2.0,3.0,0.0,0.0,2.25,3.4,3.1,2.25,3.7,3.0,2.2,3.45,2.9,2.34,3.59,3.03,2.15,3.5,3.1,2.25,3.6,3.0,2.34,3.74,3.1,2.26,3.5,2.96,19,0,2019,11,23,19,3,7,Draw,2019-2020
B1,2019-11-23,Mouscron,Genk,2,2,D,3.0,6.0,2.0,3.0,14.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0,3.6,3.5,2.0,3.5,3.6,2.05,3.5,3.35,2.0,3.67,3.66,2.04,3.4,3.5,2.05,3.5,3.5,2.05,3.67,3.66,2.11,3.49,3.47,2.03,19,0,2019,11,23,11,7,7,Draw,2019-2020
B1,2019-11-24,Gent,Antwerp,1,1,D,9.0,10.0,3.0,4.0,15.0,18.0,5.0,2.0,1.0,6.0,0.0,0.0,1.95,3.5,3.75,1.95,3.8,3.6,1.93,3.6,3.5,1.96,3.78,3.87,1.88,3.7,3.75,1.95,3.7,3.6,1.98,3.9,3.87,1.93,3.66,3.62,13,0,2019,11,24,8,1,1,Draw,2019-2020
B1,2019-11-24,Anderlecht,Kortrijk,0,0,D,19.0,3.0,7.0,3.0,8.0,19.0,9.0,2.0,1.0,3.0,0.0,0.0,1.53,4.2,5.75,1.65,4.1,5.0,1.57,4.0,5.1,1.59,4.29,5.66,1.55,4.2,5.5,1.57,4.2,5.5,1.67,4.3,5.75,1.58,4.11,5.21,17,0,2019,11,24,0,9,1,Draw,2019-2020
B1,2019-11-24,St Truiden,Charleroi,1,3,A,7.0,17.0,2.0,7.0,11.0,21.0,6.0,10.0,2.0,0.0,0.0,0.0,2.7,3.4,2.5,2.75,3.5,2.5,2.75,3.3,2.4,2.94,3.43,2.48,2.8,3.4,2.38,2.8,3.4,2.45,2.94,3.67,2.51,2.79,3.35,2.44,19,2,2019,11,24,16,4,1,Away Win,2019-2020
B1,2019-11-29,Antwerp,Mechelen,1,0,H,14.0,5.0,7.0,3.0,13.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,1.53,4.33,5.5,1.55,4.6,5.25,1.55,4.15,5.3,1.55,4.49,5.73,1.5,4.33,5.8,1.57,4.3,5.25,1.59,4.6,6.0,1.55,4.31,5.41,19,1,2019,11,29,1,10,6,Home Win,2019-2020
B1,2019-11-30,Club Brugge,Mouscron,1,0,H,9.0,6.0,4.0,1.0,8.0,11.0,9.0,1.0,0.0,2.0,0.0,0.0,1.12,8.0,19.0,1.17,7.5,16.5,1.15,7.1,15.0,1.17,7.49,16.24,1.14,7.5,17.0,1.14,7.5,18.0,1.21,8.0,19.0,1.16,7.2,15.52,17,1,2019,11,30,5,11,7,Home Win,2019-2020
B1,2019-11-30,Charleroi,Waasland-Beveren,2,0,H,11.0,7.0,6.0,0.0,18.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,1.4,4.5,8.0,1.48,4.5,6.75,1.43,4.35,6.6,1.45,4.62,7.54,1.42,4.33,7.5,1.4,4.5,7.5,1.51,4.62,8.0,1.44,4.41,6.84,19,1,2019,11,30,4,19,7,Home Win,2019-2020
B1,2019-11-30,Waregem,Eupen,1,0,H,10.0,7.0,6.0,2.0,11.0,22.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,3.5,3.6,2.0,3.7,3.6,2.0,3.55,3.35,2.03,3.77,3.64,2.0,3.6,3.5,2.0,3.6,3.5,2.12,3.77,3.65,2.0,3.59,3.44,19,1,2019,11,30,20,6,7,Home Win,2019-2020
B1,2019-11-30,Genk,St Truiden,1,2,A,20.0,6.0,8.0,3.0,7.0,14.0,12.0,1.0,1.0,1.0,0.0,0.0,1.33,4.75,9.0,1.34,5.25,8.75,1.35,4.9,7.6,1.36,5.32,8.56,1.33,5.0,8.5,1.33,5.0,8.5,1.41,5.32,9.0,1.35,5.01,7.97,19,2,2019,11,30,7,16,7,Away Win,2019-2020
